품목,등급,단량,단위,평균가
시금치(시금치(일반)),상(2등            ,4,kg,12279
시금치(시금치(일반)),특(1등            ,4,kg,2000
시금치(시금치(일반)),특(1등            ,4,kg,6633
시금치(시금치(일반)),상(2등            ,4,kg,8000
시금치(시금치(일반)),특(1등            ,0.4,kg,1500
시금치(시금치(일반)),상(2등            ,0.4,kg,1434
시금치(시금치(일반)),특(1등            ,0.5,kg,1000
시금치(시금치(일반)),특(1등            ,0.5,kg,2243
시금치(시금치(일반)),특(1등            ,4,kg,9362
시금치(시금치(일반)),상(2등            ,4,kg,10692
시금치(시금치(일반)),특(1등            ,4,kg,5000
시금치(시금치(일반)),특(1등            ,4,kg,7000
시금치(시금치(일반)),특(1등            ,4,kg,7300
시금치(시금치(일반)),특(1등            ,4.5,kg,5630
시금치(시금치(일반)),특(1등            ,0.4,kg,1810
시금치(시금치(일반)),상(2등            ,0.4,kg,1232
시금치(시금치(일반)),특(1등            ,0.5,kg,1000
시금치(시금치(일반)),특(1등            ,0.5,kg,1155
시금치(시금치(일반)),특(1등            ,4,kg,7599
시금치(시금치(일반)),상(2등            ,4,kg,9599
시금치(시금치(일반)),특(1등            ,4,kg,3667
시금치(시금치(일반)),특(1등            ,4,kg,7500
시금치(시금치(일반)),특(1등            ,4,kg,8057
시금치(시금치(일반)),특(1등            ,0.4,kg,1333
시금치(시금치(일반)),상(2등            ,0.4,kg,1155
시금치(시금치(일반)),특(1등            ,0.5,kg,893
시금치(시금치(일반)),특(1등            ,4,kg,8274
시금치(시금치(일반)),상(2등            ,4,kg,11527
시금치(시금치(일반)),특(1등            ,4,kg,3000
시금치(시금치(일반)),특(1등            ,4,kg,4117
시금치(시금치(일반)),상(2등            ,4,kg,7000
시금치(시금치(일반)),특(1등            ,0.4,kg,1400
시금치(시금치(일반)),상(2등            ,0.4,kg,1169
시금치(시금치(일반)),특(1등            ,0.5,kg,1000
시금치(시금치(일반)),특(1등            ,0.5,kg,917
시금치(시금치(일반)),특(1등            ,4,kg,6303
시금치(시금치(일반)),상(2등            ,4,kg,9430
시금치(시금치(일반)),특(1등            ,4,kg,2833
시금치(시금치(일반)),특(1등            ,4,kg,3579
시금치(시금치(일반)),특(1등            ,4,kg,5200
시금치(시금치(일반)),특(1등            ,0.4,kg,1104
시금치(시금치(일반)),상(2등            ,0.4,kg,1458
시금치(시금치(일반)),특(1등            ,0.5,kg,1200
시금치(시금치(일반)),특(1등            ,0.5,kg,914
시금치(시금치(일반)),특(1등            ,4,kg,104109
시금치(시금치(일반)),상(2등            ,4,kg,9873
시금치(시금치(일반)),특(1등            ,4,kg,3838
시금치(시금치(일반)),특(1등            ,4,kg,6515
시금치(시금치(일반)),특(1등            ,0.4,kg,1598
시금치(시금치(일반)),상(2등            ,0.4,kg,1524
시금치(시금치(일반)),특(1등            ,0.5,kg,1000
시금치(시금치(일반)),특(1등            ,0.5,kg,1174
시금치(시금치(일반)),특(1등            ,4,kg,7816
시금치(시금치(일반)),상(2등            ,4,kg,10951
시금치(시금치(일반)),특(1등            ,4,kg,5444
시금치(시금치(일반)),특(1등            ,4,kg,6503
시금치(시금치(일반)),특(1등            ,4,kg,6700
시금치(시금치(일반)),특(1등            ,4,kg,5500
시금치(시금치(일반)),특(1등            ,0.4,kg,1352
시금치(시금치(일반)),상(2등            ,0.4,kg,1225
시금치(시금치(일반)),특(1등            ,0.5,kg,1037
시금치(시금치(일반)),특(1등            ,0.5,kg,1059
시금치(시금치(일반)),특(1등            ,4,kg,7438
시금치(시금치(일반)),상(2등            ,4,kg,10431
시금치(시금치(일반)),특(1등            ,4,kg,4840
시금치(시금치(일반)),특(1등            ,4,kg,7750
시금치(시금치(일반)),특(1등            ,4,kg,7600
시금치(포항초),특(1등            ,0.4,kg,1200
시금치(포항초),특(1등            ,0.4,kg,1500
시금치(포항초),없음              ,0.4,kg,1200
시금치(포항초),없음              ,0.4,kg,1500
시금치(포항초),없음              ,0.4,kg,1500
시금치(포항초),특(1등            ,0.4,kg,1500
시금치(포항초),특(1등            ,0.4,kg,1500
시금치종자(시금치종자),특(1등            ,0.5,kg,1100
식용허브(로즈마리),없음              ,0.01,kg,500
식용허브(로즈마리),없음              ,0.01,kg,500
식용허브(로즈마리),없음              ,0.01,kg,500
식용허브(로즈마리),없음              ,0.01,kg,500
식용허브(로즈마리),없음              ,0.01,kg,500
식용허브(로즈마리),없음              ,0.01,kg,500
식용허브(로즈마리),없음              ,0.01,kg,500
신선초(신선초(일반)),상(2등            ,3,kg,8000
신선초(신선초(일반)),특(1등            ,5,kg,2000
신선초(신선초(일반)),특(1등            ,4,kg,2000
실파(실파(일반)),상(2등            ,0.4,kg,2013
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.5,kg,2000
실파(실파(일반)),상(2등            ,0.4,kg,1966
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.6,kg,2200
실파(실파(일반)),상(2등            ,0.4,kg,2206
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.8,kg,2200
실파(실파(일반)),특(1등            ,1,kg,2347
실파(실파(일반)),상(2등            ,0.4,kg,2308
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.5,kg,2350
실파(실파(일반)),특(1등            ,1,kg,2500
실파(실파(일반)),상(2등            ,0.4,kg,1300
실파(실파(일반)),특(1등            ,0.35,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1636
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.8,kg,1500
실파(실파(일반)),상(2등            ,0.4,kg,1388
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.8,kg,2000
실파(실파(일반)),없음              ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1829
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.8,kg,2000
실파(실파(일반)),특(1등            ,0.8,kg,2000
실파(실파(일반)),특(1등            ,1,kg,2500
실파(실파(일반)),없음              ,0.4,kg,1500
실파(실파(일반)),상(2등            ,0.4,kg,1127
실파(실파(일반)),특(1등            ,0.5,kg,1515
실파(실파(일반)),특(1등            ,0.7,kg,1400
실파(실파(일반)),특(1등            ,1,kg,1350
실파(실파(일반)),상(2등            ,0.4,kg,1739
실파(실파(일반)),특(1등            ,0.5,kg,1600
실파(실파(일반)),특(1등            ,0.7,kg,1800
실파(실파(일반)),상(2등            ,0.4,kg,1888
실파(실파(일반)),없음              ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.5,kg,1900
실파(실파(일반)),특(1등            ,0.6,kg,1800
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1420
실파(실파(일반)),특(1등            ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.5,kg,1596
실파(실파(일반)),특(1등            ,1,kg,1564
실파(실파(일반)),특(1등            ,0.4,kg,1600
실파(실파(일반)),상(2등            ,0.4,kg,1154
실파(실파(일반)),특(1등            ,0.5,kg,1013
실파(실파(일반)),특(1등            ,0.6,kg,1800
실파(실파(일반)),특(1등            ,0.7,kg,1600
실파(실파(일반)),특(1등            ,1,kg,1400
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1496
실파(실파(일반)),특(1등            ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.7,kg,1400
실파(실파(일반)),특(1등            ,0.9,kg,400
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1594
실파(실파(일반)),특(1등            ,0.5,kg,1600
실파(실파(일반)),상(2등            ,0.4,kg,1519
실파(실파(일반)),특(1등            ,0.5,kg,1146
실파(실파(일반)),특(1등            ,0.6,kg,1850
실파(실파(일반)),특(1등            ,0.7,kg,800
실파(실파(일반)),특(1등            ,1,kg,1100
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1391
실파(실파(일반)),특(1등            ,0.5,kg,1477
실파(실파(일반)),특(1등            ,0.6,kg,1600
실파(실파(일반)),특(1등            ,0.7,kg,1127
실파(실파(일반)),특(1등            ,1,kg,1271
실파(실파(일반)),상(2등            ,0.4,kg,1239
실파(실파(일반)),특(1등            ,0.5,kg,722
실파(실파(일반)),특(1등            ,0.6,kg,1300
실파(실파(일반)),특(1등            ,1,kg,1100
실파(실파(일반)),상(2등            ,0.4,kg,1167
실파(실파(일반)),특(1등            ,0.5,kg,1409
실파(실파(일반)),특(1등            ,0.7,kg,1400
실파(실파(일반)),특(1등            ,0.9,kg,1300
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,814
실파(실파(일반)),특(1등            ,0.5,kg,1000
실파(실파(일반)),특(1등            ,0.5,kg,1200
실파(실파(일반)),특(1등            ,0.7,kg,1200
실파(실파(일반)),특(1등            ,1,kg,1500
실파(실파(일반)),상(2등            ,0.4,kg,1600
실파(실파(일반)),특(1등            ,0.5,kg,1782
실파(실파(일반)),특(1등            ,1,kg,1400
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1385
실파(실파(일반)),특(1등            ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.5,kg,1146
실파(실파(일반)),특(1등            ,0.7,kg,1171
실파(실파(일반)),특(1등            ,1,kg,1500
실파(실파(일반)),상(2등            ,0.4,kg,1152
실파(실파(일반)),특(1등            ,0.5,kg,1500
실파(실파(일반)),특(1등            ,0.5,kg,1383
실파(실파(일반)),특(1등            ,1,kg,1500
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,929
실파(실파(일반)),특(1등            ,0.5,kg,1000
실파(실파(일반)),특(1등            ,0.5,kg,1185
실파(실파(일반)),특(1등            ,1,kg,1125
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1400
실파(실파(일반)),특(1등            ,0.5,kg,1203
실파(실파(일반)),특(1등            ,0.7,kg,1043
실파(실파(일반)),특(1등            ,1,kg,965
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1560
실파(실파(일반)),특(1등            ,0.5,kg,6165
실파(실파(일반)),특(1등            ,0.7,kg,1200
실파(실파(일반)),특(1등            ,1,kg,800
실파(실파(일반)),특(1등            ,0.4,kg,1000
실파(실파(일반)),상(2등            ,0.4,kg,1373
실파(실파(일반)),특(1등            ,0.5,kg,1303
실파(실파(일반)),특(1등            ,2,kg,3000
쌈채(모듬쌈채),특(1등            ,2,kg,9500
쌈채(쌈채(일반)),특(1등            ,2,kg,10000
쌈채(쌈채(일반)),특(1등            ,2,kg,9000
쌈채(쌈채(일반)),상(2등            ,2,kg,8500
쌈채(쌈채(일반)),특(1등            ,2,kg,10500
쌈채(쌈채(일반)),상(2등            ,2,kg,9000
쌈채(쌈채(일반)),특(1등            ,2,kg,11067
쌈채(쌈채(일반)),상(2등            ,2,kg,9000
쌈채(쌈채(일반)),특(1등            ,2,kg,14000
쌈채(쌈채(일반)),특(1등            ,2,kg,13000
쌈채(쌈채(일반)),상(2등            ,2,kg,9000
쌈채(쌈채(일반)),특(1등            ,2,kg,12500
쌈채(쌈채(일반)),상(2등            ,2,kg,10000
쌈채(쌈채(일반)),특(1등            ,2,kg,12639
쌈채(쌈채(일반)),상(2등            ,2,kg,10000
쌈채(쌈채(일반)),특(1등            ,2,kg,9500
쌈채(쌈채(일반)),특(1등            ,2,kg,9000
쌈채(쌈채(일반)),특(1등            ,2,kg,11000
쌈채(쌈채(일반)),특(1등            ,2,kg,10000
쌈채(쌈채(일반)),특(1등            ,2,kg,8000
쌈채(쌈채(일반)),상(2등            ,2,kg,7000
쌈채(쌈채(일반)),특(1등            ,2,kg,9500
쌈채(쌈채(일반)),상(2등            ,2,kg,8000
쌈채(쌈채(일반)),특(1등            ,2,kg,9000
쌈채(쌈채(일반)),특(1등            ,2,kg,9500
쌈채(쌈채(일반)),특(1등            ,2,kg,9000
쌈채(쌈채(일반)),특(1등            ,2,kg,11000
쌈채(쌈채(일반)),특(1등            ,2,kg,11000
쌈채(쌈채(일반)),특(1등            ,4,kg,4000
쌈채(쌈채(일반)),특(1등            ,2,kg,11000
쌈채(쌈채(일반)),특(1등            ,2,kg,9500
쌈채(쌈채(일반)),특(1등            ,2,kg,9500
쌈채(쌈채(일반)),특(1등            ,2,kg,10500
쌈채(쌈채(일반)),특(1등            ,2,kg,9200
쌈채(쌈채(일반)),특(1등            ,2,kg,9000
쌈채(쌈채(일반)),특(1등            ,2,kg,9000
쌈추(쌈추),특(1등            ,1,kg,4470
쌈추(쌈추),상(2등            ,1,kg,3000
쌈추(쌈추),없음              ,1,kg,3000
쌈추(쌈추),특(1등            ,1,kg,3821
쌈추(쌈추),상(2등            ,1,kg,4500
쌈추(쌈추),특(1등            ,3,kg,15000
쌈추(쌈추),특(1등            ,4,kg,20000
쌈추(쌈추),특(1등            ,1,kg,4048
쌈추(쌈추),상(2등            ,1,kg,5000
쌈추(쌈추),특(1등            ,2,kg,7500
쌈추(쌈추),특(1등            ,4,kg,30000
쌈추(쌈추),특(1등            ,1,kg,3000
쌈추(쌈추),특(1등            ,2,kg,1000
쌈추(쌈추),특(1등            ,1,kg,3650
쌈추(쌈추),특(1등            ,4,kg,26000
쌈추(쌈추),특(1등            ,1,kg,3333
쌈추(쌈추),상(2등            ,1,kg,2500
쌈추(쌈추),특(1등            ,4,kg,25000
쌈추(쌈추),특(1등            ,1,kg,3600
쌈추(쌈추),없음              ,1,kg,3000
쌈추(쌈추),특(1등            ,1,kg,4700
쌈추(쌈추),상(2등            ,1,kg,5000
쌈추(쌈추),없음              ,1,kg,4000
쌈추(쌈추),특(1등            ,1,kg,4962
쌈추(쌈추),상(2등            ,1,kg,4500
쌈추(쌈추),없음              ,1,kg,4000
쌈추(쌈추),특(1등            ,1,kg,6000
쌈추(쌈추),특(1등            ,4,kg,19000
쌈추(쌈추),특(1등            ,4,kg,20000
쌈추(쌈추),없음              ,1,kg,3000
쌈추(쌈추),특(1등            ,1,kg,5200
쌈추(쌈추),상(2등            ,1,kg,3500
쌈추(쌈추),없음              ,1,kg,3000
쌈추(쌈추),특(1등            ,4,kg,6000
쌈추(쌈추),없음              ,1,kg,3000
쌈추(쌈추),특(1등            ,1,kg,4207
쌈추(쌈추),특(1등            ,1,kg,3800
쌈추(쌈추),상(2등            ,1,kg,4000
쌈추(쌈추),없음              ,1,kg,3000
쌈추(쌈추),특(1등            ,1,kg,4500
쌈추(쌈추),상(2등            ,1,kg,3000
쌈추(쌈추),특(1등            ,1,kg,2357
쌈추(쌈추),특(1등            ,2,kg,4000
쌈추(쌈추),특(1등            ,3,kg,7000
쌈추(쌈추),특(1등            ,4,kg,9000
쌈추(쌈추),특(1등            ,1,kg,2931
쌈추(쌈추),상(2등            ,1,kg,3000
쌈추(쌈추),특(1등            ,4,kg,18000
쌈추(쌈추),특(1등            ,1,kg,1596
쌈추(쌈추),상(2등            ,1,kg,1000
쌈추(쌈추),특(1등            ,4,kg,8875
쌈추(쌈추),특(1등            ,1,kg,20000
쌈추(쌈추),특(1등            ,1,kg,3643
쌈추(쌈추),상(2등            ,1,kg,2500
쌈추(쌈추),특(1등            ,4,kg,18000
쌈추(쌈추),특(1등            ,1,kg,2131
쌈추(쌈추),상(2등            ,1,kg,3000
쌈추(쌈추),특(1등            ,2,kg,4000
쌈추(쌈추),특(1등            ,4,kg,18000
쌈추(쌈추),특(1등            ,1,kg,2257
쌈추(쌈추),특(1등            ,1,kg,2978
쌈추(쌈추),상(2등            ,1,kg,3000
쌈추(쌈추),특(1등            ,2,kg,1000
쌈추(쌈추),특(1등            ,4,kg,14900
쌈추(쌈추),특(1등            ,4,kg,10000
쌈추(쌈추),특(1등            ,1,kg,2250
쌈추(쌈추),특(1등            ,4,kg,8800
쌈추(쌈추),특(1등            ,1,kg,3210
쌈추(쌈추),특(1등            ,3,kg,13000
쌈추(쌈추),특(1등            ,4,kg,4000
쌈추(쌈추),특(1등            ,1,kg,4286
쌈추(쌈추),특(1등            ,2,kg,1000
쌈추(쌈추),특(1등            ,1,kg,3000
쌈추(쌈추),특(1등            ,4,kg,10259
쌈추(쌈추),특(1등            ,4,kg,16000
쑥(쑥(일반)),상(2등            ,4,kg,8000
쑥(쑥(일반)),특(1등            ,4,kg,13200
쑥(쑥(일반)),특(1등            ,3,kg,5000
쑥(쑥(일반)),특(1등            ,3,kg,9750
쑥(쑥(일반)),특(1등            ,4,kg,12727
쑥(쑥(일반)),특(1등            ,4,kg,10313
쑥(쑥(일반)),특(1등            ,4,kg,14765
쑥(쑥(일반)),특(1등            ,4,kg,6000
쑥(쑥(일반)),상(2등            ,4,kg,9000
쑥(쑥(일반)),특(1등            ,4,kg,9000
쑥(쑥(일반)),특(1등            ,4,kg,12294
쑥(쑥(일반)),상(2등            ,4,kg,8000
쑥(쑥(일반)),특(1등            ,2,kg,2000
쑥(쑥(일반)),상(2등            ,2,kg,4000
쑥(쑥(일반)),특(1등            ,2,kg,3500
쑥(쑥(일반)),특(1등            ,4,kg,7800
쑥(쑥(일반)),특(1등            ,4,kg,8938
쑥(쑥(일반)),특(1등            ,4,kg,12000
쑥(쑥(일반)),특(1등            ,4,kg,14800
쑥(쑥(일반)),상(2등            ,4,kg,6000
쑥(쑥(일반)),특(1등            ,1.2,kg,3000
쑥(쑥(일반)),특(1등            ,2,kg,4500
쑥(쑥(일반)),특(1등            ,2,kg,6500
쑥(쑥(일반)),특(1등            ,2,kg,5891
쑥(쑥(일반)),상(2등            ,2,kg,6000
쑥(쑥(일반)),특(1등            ,4,kg,11750
쑥(쑥(일반)),특(1등            ,4,kg,11488
쑥(쑥(일반)),특(1등            ,4,kg,11600
쑥(쑥(일반)),특(1등            ,5,kg,15300
쑥(쑥(일반)),특(1등            ,2,kg,7500
쑥(쑥(일반)),특(1등            ,2,kg,6500
쑥(쑥(일반)),상(2등            ,2,kg,6000
쑥(쑥(일반)),특(1등            ,3,kg,6000
쑥(쑥(일반)),특(1등            ,4,kg,11000
쑥(쑥(일반)),상(2등            ,4,kg,8500
쑥(쑥(일반)),특(1등            ,4,kg,16000
쑥(쑥(일반)),특(1등            ,2,kg,6231
쑥(쑥(일반)),특(1등            ,2,kg,5239
쑥(쑥(일반)),특(1등            ,3,kg,7000
쑥(쑥(일반)),특(1등            ,3,kg,6000
쑥(쑥(일반)),특(1등            ,3.2,kg,9000
쑥(쑥(일반)),특(1등            ,4,kg,9667
쑥(쑥(일반)),특(1등            ,4,kg,9000
쑥(쑥(일반)),특(1등            ,4,kg,7000
쑥(쑥(일반)),특(1등            ,5,kg,11000
쑥(쑥(일반)),특(1등            ,2,kg,6000
쑥(쑥(일반)),특(1등            ,3,kg,10500
쑥(쑥(일반)),특(1등            ,4,kg,14000
쑥(쑥(일반)),상(2등            ,4,kg,10077
쑥(쑥(일반)),특(1등            ,4,kg,15000
쑥(쑥(일반)),특(1등            ,2,kg,3250
쑥(쑥(일반)),특(1등            ,2,kg,4385
쑥(쑥(일반)),특(1등            ,4,kg,7111
쑥(쑥(일반)),특(1등            ,4,kg,8103
쑥(쑥(일반)),특(1등            ,4,kg,13000
쑥(쑥(일반)),특(1등            ,5,kg,5625
쑥(쑥(일반)),상(2등            ,4,kg,4400
쑥(쑥(일반)),특(1등            ,4,kg,12000
쑥(쑥(일반)),특(1등            ,2,kg,5200
쑥(쑥(일반)),특(1등            ,2,kg,4000
쑥(쑥(일반)),상(2등            ,2,kg,6000
쑥(쑥(일반)),특(1등            ,3,kg,6000
쑥(쑥(일반)),특(1등            ,3.2,kg,7000
쑥(쑥(일반)),특(1등            ,4,kg,7500
쑥(쑥(일반)),특(1등            ,4,kg,8125
쑥(쑥(일반)),특(1등            ,4,kg,7000
쑥(쑥(일반)),특(1등            ,5,kg,7000
쑥(쑥(일반)),특(1등            ,2,kg,4719
쑥(쑥(일반)),상(2등            ,2,kg,5000
쑥(쑥(일반)),상(2등            ,4,kg,6286
쑥(쑥(일반)),특(1등            ,4,kg,5000
쑥(쑥(일반)),상(2등            ,4,kg,5000
쑥(쑥(일반)),특(1등            ,2,kg,4000
쑥(쑥(일반)),특(1등            ,2,kg,4000
쑥(쑥(일반)),특(1등            ,3,kg,6000
쑥(쑥(일반)),특(1등            ,3.5,kg,7000
쑥(쑥(일반)),특(1등            ,4,kg,8783
쑥(쑥(일반)),특(1등            ,4,kg,8734
쑥(쑥(일반)),특(1등            ,4,kg,11730
쑥(쑥(일반)),특(1등            ,5,kg,8500
쑥(쑥(일반)),특(1등            ,2,kg,4600
쑥(쑥(일반)),특(1등            ,2,kg,5000
쑥(쑥(일반)),특(1등            ,2,kg,3000
쑥(쑥(일반)),상(2등            ,2,kg,5000
쑥(쑥(일반)),특(1등            ,4,kg,12778
쑥(쑥(일반)),특(1등            ,4,kg,8000
쑥(쑥(일반)),특(1등            ,4,kg,4600
쑥(쑥(일반)),특(1등            ,5,kg,9000
쑥(쑥(일반)),특(1등            ,2,kg,4500
쑥(쑥(일반)),특(1등            ,3,kg,4000
쑥(쑥(일반)),특(1등            ,4,kg,9000
쑥(쑥(일반)),특(1등            ,4,kg,5111
쑥(쑥(일반)),특(1등            ,2,kg,5000
쑥(쑥(일반)),특(1등            ,4,kg,12000
쑥(쑥(일반)),특(1등            ,4,kg,8929
쑥(쑥(일반)),특(1등            ,2,kg,3000
쑥(쑥(일반)),특(1등            ,2,kg,3500
쑥(쑥(일반)),특(1등            ,2,kg,6000
쑥(쑥(일반)),상(2등            ,2,kg,3000
쑥(쑥(일반)),특(1등            ,4,kg,4400
쑥(쑥(일반)),특(1등            ,4,kg,7750
쑥(쑥(일반)),특(1등            ,4,kg,11100
쑥(쑥(일반)),특(1등            ,6,kg,4000
쑥(쑥(일반)),특(1등            ,4,kg,4000
쑥(쑥(일반)),특(1등            ,4,kg,6233
쑥(쑥(일반)),특(1등            ,4,kg,5000
쑥(쑥(일반)),상(2등            ,4,kg,8000
쑥(쑥(일반)),특(1등            ,4,kg,8000
쑥갓(쑥갓(일반)),없음              ,4,kg,8000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,7923
쑥갓(쑥갓(일반)),상(2등            ,4,kg,9286
쑥갓(쑥갓(일반)),없음              ,4,kg,5000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,5388
쑥갓(쑥갓(일반)),상(2등            ,4,kg,6583
쑥갓(쑥갓(일반)),특(1등            ,2,kg,3000
쑥갓(쑥갓(일반)),상(2등            ,2,kg,2500
쑥갓(쑥갓(일반)),특(1등            ,2,kg,5000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,6959
쑥갓(쑥갓(일반)),상(2등            ,4,kg,6362
쑥갓(쑥갓(일반)),특(1등            ,4,kg,7214
쑥갓(쑥갓(일반)),상(2등            ,4,kg,9563
쑥갓(쑥갓(일반)),특(1등            ,2,kg,3300
쑥갓(쑥갓(일반)),특(1등            ,4,kg,7050
쑥갓(쑥갓(일반)),상(2등            ,4,kg,5733
쑥갓(쑥갓(일반)),특(1등            ,4,kg,6404
쑥갓(쑥갓(일반)),상(2등            ,4,kg,6873
쑥갓(쑥갓(일반)),특(1등            ,4,kg,5233
쑥갓(쑥갓(일반)),상(2등            ,4,kg,5775
쑥갓(쑥갓(일반)),특(1등            ,4,kg,5761
쑥갓(쑥갓(일반)),상(2등            ,4,kg,7714
쑥갓(쑥갓(일반)),특(1등            ,4,kg,6548
쑥갓(쑥갓(일반)),상(2등            ,4,kg,7434
쑥갓(쑥갓(일반)),특(1등            ,4,kg,4700
쑥갓(쑥갓(일반)),없음              ,4,kg,5000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,6755
쑥갓(쑥갓(일반)),상(2등            ,4,kg,9201
쑥갓(쑥갓(일반)),없음              ,4,kg,4000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,4484
쑥갓(쑥갓(일반)),상(2등            ,4,kg,5805
쑥갓(쑥갓(일반)),특(1등            ,4,kg,3790
쑥갓(쑥갓(일반)),상(2등            ,4,kg,4101
쑥갓(쑥갓(일반)),특(1등            ,4,kg,5381
쑥갓(쑥갓(일반)),상(2등            ,4,kg,5174
쑥갓(쑥갓(일반)),특(1등            ,4,kg,5612
쑥갓(쑥갓(일반)),상(2등            ,4,kg,6313
쑥갓(쑥갓(일반)),없음              ,4,kg,4000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,5332
쑥갓(쑥갓(일반)),상(2등            ,4,kg,5872
쑥갓(쑥갓(일반)),특(1등            ,4,kg,8000
쑥갓(쑥갓(일반)),상(2등            ,4,kg,6000
쑥갓(쑥갓(일반)),특(1등            ,2,kg,3000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,4517
쑥갓(쑥갓(일반)),상(2등            ,4,kg,7185
쑥갓(쑥갓(일반)),특(1등            ,4,kg,8374
쑥갓(쑥갓(일반)),상(2등            ,4,kg,10000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,5303
쑥갓(쑥갓(일반)),상(2등            ,4,kg,3516
쑥갓(쑥갓(일반)),특(1등            ,4,kg,4887
쑥갓(쑥갓(일반)),상(2등            ,4,kg,7188
쑥갓(쑥갓(일반)),특(1등            ,0.5,kg,700
쑥갓(쑥갓(일반)),특(1등            ,4,kg,7680
쑥갓(쑥갓(일반)),상(2등            ,4,kg,5025
쑥갓(쑥갓(일반)),특(1등            ,4,kg,6638
쑥갓(쑥갓(일반)),상(2등            ,4,kg,4989
쑥갓(쑥갓(일반)),특(1등            ,4,kg,4637
쑥갓(쑥갓(일반)),상(2등            ,4,kg,4120
쑥갓(쑥갓(일반)),특(1등            ,2,kg,3000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,4134
쑥갓(쑥갓(일반)),상(2등            ,4,kg,4917
쑥갓(쑥갓(일반)),특(1등            ,2,kg,3000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,3603
쑥갓(쑥갓(일반)),상(2등            ,4,kg,4021
쑥갓(쑥갓(일반)),특(1등            ,2,kg,3000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,3690
쑥갓(쑥갓(일반)),상(2등            ,4,kg,4169
쑥갓(쑥갓(일반)),특(1등            ,2,kg,3000
쑥갓(쑥갓(일반)),특(1등            ,4,kg,3491
쑥갓(쑥갓(일반)),상(2등            ,4,kg,5313
쑥갓(쑥갓),특(1등            ,4,kg,7000
아보카도(아보카도(수입)),상(2등            ,5.6,kg,36000
아보카도(아보카도(수입)),상(2등            ,5.6,kg,36000
아보카도(아보카도(수입)),상(2등            ,5.6,kg,33483
아보카도(아보카도(수입)),상(2등            ,5.6,kg,36000
아보카도(아보카도(수입)),상(2등            ,5.6,kg,28800
아보카도(아보카도(수입)),상(2등            ,5.6,kg,16800
아보카도(아보카도(일반)),없음              ,4,kg,15600
아보카도(아보카도(일반)),특(1등            ,4,kg,23400
아보카도(아보카도(일반)),특(1등            ,4,kg,22400
아보카도(아보카도(일반)),특(1등            ,4,kg,22400
아보카도(아보카도(일반)),특(1등            ,4,kg,25200
아스파라가스(기타),특(1등            ,1,kg,7700
아스파라가스(기타),특(1등            ,1,kg,7480
아스파라가스(기타),특(1등            ,1,kg,7945
아스파라가스(기타),특(1등            ,1,kg,8200
아스파라가스(기타),특(1등            ,1,kg,8791
아스파라가스(기타),특(1등            ,1,kg,10567
아스파라가스(기타),특(1등            ,1,kg,8300
아스파라가스(기타),특(1등            ,1,kg,7000
아스파라가스(기타),특(1등            ,1,kg,6800
아스파라가스(기타),특(1등            ,1,kg,9427
